timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1736100233730,424,1_Crear_Reservas,200,OK,bzm - Concurrency Thread Group-API_restful-booker-ThreadStarter 1-7,text,true,,965,479,10,10,https://restful-booker.herokuapp.com/booking,424,0,322
1736100233854,352,1_Crear_Reservas,200,OK,bzm - Concurrency Thread Group-API_restful-booker-ThreadStarter 1-10,text,true,,962,476,10,10,https://restful-booker.herokuapp.com/booking,352,0,260
1736100233872,358,1_Crear_Reservas,200,OK,bzm - Concurrency Thread Group-API_restful-booker-ThreadStarter 1-2,text,true,,963,477,10,10,https://restful-booker.herokuapp.com/booking,358,0,268
1736100234137,104,2_Obtener_Reserva,200,OK,bzm - Concurrency Thread Group-API_restful-booker-ThreadStarter 1-6,text,true,,934,196,10,10,https://restful-booker.herokuapp.com/booking/1513,104,0,0
1736100231577,507,Flujo_Crear_Consultar_Reservas,200,"Number of samples in transaction : 2, number of failing samples : 0",bzm - Concurrency Thread Group-API_restful-booker-ThreadStarter 1-6,,true,,1901,673,10,10,null,507,2157,296
1736100234241,100,2_Obtener_Reserva,200,OK,bzm - Concurrency Thread Group-API_restful-booker-ThreadStarter 1-8,text,true,,935,196,10,10,https://restful-booker.herokuapp.com/booking/1519,100,0,0
1736100231840,480,Flujo_Crear_Consultar_Reservas,200,"Number of samples in transaction : 2, number of failing samples : 0",bzm - Concurrency Thread Group-API_restful-booker-ThreadStarter 1-8,,true,,1899,674,10,10,null,480,2021,281
1736100234271,105,2_Obtener_Reserva,200,OK,bzm - Concurrency Thread Group-API_restful-booker-ThreadStarter 1-9,text,true,,939,196,10,10,https://restful-booker.herokuapp.com/booking/1499,105,0,0
1736100230995,481,Flujo_Crear_Consultar_Reservas,200,"Number of samples in transaction : 2, number of failing samples : 0",bzm - Concurrency Thread Group-API_restful-booker-ThreadStarter 1-9,,true,,1903,678,10,10,null,481,2900,282
1736100234469,93,2_Obtener_Reserva,200,OK,bzm - Concurrency Thread Group-API_restful-booker-ThreadStarter 1-2,text,true,,934,196,10,10,https://restful-booker.herokuapp.com/booking/1530,93,0,0
1736100232532,451,Flujo_Crear_Consultar_Reservas,200,"Number of samples in transaction : 2, number of failing samples : 0",bzm - Concurrency Thread Group-API_restful-booker-ThreadStarter 1-2,,true,,1897,673,10,10,null,451,1579,268
1736100234737,93,2_Obtener_Reserva,200,OK,bzm - Concurrency Thread Group-API_restful-booker-ThreadStarter 1-4,text,true,,932,196,10,10,https://restful-booker.herokuapp.com/booking/1510,93,0,0
1736100231633,451,Flujo_Crear_Consultar_Reservas,200,"Number of samples in transaction : 2, number of failing samples : 0",bzm - Concurrency Thread Group-API_restful-booker-ThreadStarter 1-4,,true,,1901,675,10,10,null,451,2746,265
1736100234795,105,2_Obtener_Reserva,200,OK,bzm - Concurrency Thread Group-API_restful-booker-ThreadStarter 1-1,text,true,,930,196,10,10,https://restful-booker.herokuapp.com/booking/1525,105,0,0
1736100232037,511,Flujo_Crear_Consultar_Reservas,200,"Number of samples in transaction : 2, number of failing samples : 0",bzm - Concurrency Thread Group-API_restful-booker-ThreadStarter 1-1,,true,,1893,673,10,10,null,511,2352,304
1736100235020,97,2_Obtener_Reserva,200,OK,bzm - Concurrency Thread Group-API_restful-booker-ThreadStarter 1-3,text,true,,933,196,10,10,https://restful-booker.herokuapp.com/booking/1521,97,0,0
1736100232792,488,Flujo_Crear_Consultar_Reservas,200,"Number of samples in transaction : 2, number of failing samples : 0",bzm - Concurrency Thread Group-API_restful-booker-ThreadStarter 1-3,,true,,1899,676,10,10,null,488,1837,286
1736100235176,105,2_Obtener_Reserva,200,OK,bzm - Concurrency Thread Group-API_restful-booker-ThreadStarter 1-7,text,true,,932,196,10,10,https://restful-booker.herokuapp.com/booking/1528,105,0,0
1736100233141,529,Flujo_Crear_Consultar_Reservas,200,"Number of samples in transaction : 2, number of failing samples : 0",bzm - Concurrency Thread Group-API_restful-booker-ThreadStarter 1-7,,true,,1897,675,10,10,null,529,1611,322
1736100235052,371,1_Crear_Reservas,200,OK,bzm - Concurrency Thread Group-API_restful-booker-ThreadStarter 1-6,text,true,,962,480,10,10,https://restful-booker.herokuapp.com/booking,371,0,275
1736100235380,90,2_Obtener_Reserva,200,OK,bzm - Concurrency Thread Group-API_restful-booker-ThreadStarter 1-10,text,true,,929,196,10,10,https://restful-booker.herokuapp.com/booking/1529,90,0,0
